,name,salePrice,customerRating
2219,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2220,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2221,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2222,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2223,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2224,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2225,"Dell Inspiron 15 3000, 15.6-inch HD, Intel Celeron Processor N3060, 4GB 1600MHz DDR, 500GB 5400 RPM HDD",229.0,3.263
2226,"""HP Pavilion 15-cc051wm 15.6"""" Touchscreen Opulent Blue Laptop, Windows 10, Intel Core i5-7200U, 12GB Memory, 1TB Hard Drive, DVD, 802.11 AC + Bluetooth""",499.0,4.0
2227,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel® Quad-Core Pentium® N4200 Processor (2.5GHz), 4GB RAM, 64GB EMMC Storage, Windows 10 Home",349.0,3.8
2228,Dell Inspiron 15 5000 Series 2-in-1 Laptop - Intel Core i5-7200U - 8GB RAM -1TB Hard Drive,549.0,3.86
2229,"""Acer Nitro 5 Gaming laptop, 15.6"""" FHD Screen, Intel Core i7-7700HQ, GeForce GTX 1050Ti Graphic card, 16GB DDR4 Memory, 256GB SSD+ 1TB HDD, Windows 10 Home, AN515-51-70V4""",1154.41,5.0
2230,"""12.5"""" Ultra Slim Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Intel Processor, 32GB storage, Front camera with 10 hour battery""",109.0,1.769
2231,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2232,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2233,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
2234,"""iView MEGATRON II - 14.1"""" Convertible Touchscreen Laptop (2 in 1) with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, 2MP Front Camera and 5MP Rear Camera, 10 hour battery - Black""",129.0,2.5
2235,"ASUS Vivobook 15 Red, Intel Core i5 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",549.0,5.0
2236,"""Refurbished HP 15-cd040wm Pavilion  Laptop 12GB RAM 1TB 15.6"""" Windows 10 AMD Quad-Core""",331.88,4.0
2237,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",179.99,3.875
2238,"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",699.99,4.846
2239,"ASUS Vivobook 15 Red, Intel Core i7 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",599.0,4.5
2240,"""11.6"""" Chromebook, 4GB Memory, 32 Hard Drive, Bluetooth 4.0, 1.0MHD WebCam - Blue""",189.0,4.044
2241,"""Lenovo Gaming Laptop 15.6"""", FHD Screen, Intel core i7-7700hq, 2.8-3.8 GHZ, Nvidia GeForce GTX 1050 Ti Graphic Card, 8GB DDR4 Memory, 1TB HDD, 80WK00T2US""",849.0,4.2
2242,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2243,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2244,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2245,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2246,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2247,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2248,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",399.39,3.375
2249,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",446.9,4.0
2250,"Dell Inspiron 15 3000, 15.6-inch HD, Intel Celeron Processor N3060, 4GB 1600MHz DDR, 500GB 5400 RPM HDD",229.0,3.263
2251,"""HP Pavilion 15-cc051wm 15.6"""" Touchscreen Opulent Blue Laptop, Windows 10, Intel Core i5-7200U, 12GB Memory, 1TB Hard Drive, DVD, 802.11 AC + Bluetooth""",499.0,4.0
2252,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel® Quad-Core Pentium® N4200 Processor (2.5GHz), 4GB RAM, 64GB EMMC Storage, Windows 10 Home",349.0,3.8
2253,Dell Inspiron 15 5000 Series 2-in-1 Laptop - Intel Core i5-7200U - 8GB RAM -1TB Hard Drive,549.0,3.86
2254,"""Acer Nitro 5 Gaming laptop, 15.6"""" FHD Screen, Intel Core i7-7700HQ, GeForce GTX 1050Ti Graphic card, 16GB DDR4 Memory, 256GB SSD+ 1TB HDD, Windows 10 Home, AN515-51-70V4""",1154.41,5.0
2255,"""12.5"""" Ultra Slim Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Intel Processor, 32GB storage, Front camera with 10 hour battery""",109.0,1.769
2256,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2257,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2258,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
2259,"""iView MEGATRON II - 14.1"""" Convertible Touchscreen Laptop (2 in 1) with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, 2MP Front Camera and 5MP Rear Camera, 10 hour battery - Black""",129.0,2.5
2260,"ASUS Vivobook 15 Red, Intel Core i5 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",549.0,5.0
2261,"""Refurbished HP 15-cd040wm Pavilion  Laptop 12GB RAM 1TB 15.6"""" Windows 10 AMD Quad-Core""",331.88,4.0
2262,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",179.99,3.875
2263,"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",699.99,4.846
2264,"ASUS Vivobook 15 Red, Intel Core i7 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",599.0,4.5
2265,"""11.6"""" Chromebook, 4GB Memory, 32 Hard Drive, Bluetooth 4.0, 1.0MHD WebCam - Blue""",189.0,4.044
2266,"""Lenovo Gaming Laptop 15.6"""", FHD Screen, Intel core i7-7700hq, 2.8-3.8 GHZ, Nvidia GeForce GTX 1050 Ti Graphic Card, 8GB DDR4 Memory, 1TB HDD, 80WK00T2US""",849.0,4.2
2267,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2268,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2269,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2270,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2271,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2272,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2273,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",399.39,3.375
2274,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",446.9,4.0
2275,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel® Quad-Core Pentium® N4200 Processor (2.5GHz), 4GB RAM, 64GB EMMC Storage, Windows 10 Home",349.0,3.8
2276,Dell Inspiron 15 5000 Series 2-in-1 Laptop - Intel Core i5-7200U - 8GB RAM -1TB Hard Drive,549.0,3.86
2277,"""Acer Nitro 5 Gaming laptop, 15.6"""" FHD Screen, Intel Core i7-7700HQ, GeForce GTX 1050Ti Graphic card, 16GB DDR4 Memory, 256GB SSD+ 1TB HDD, Windows 10 Home, AN515-51-70V4""",1154.41,5.0
2278,"""12.5"""" Ultra Slim Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Intel Processor, 32GB storage, Front camera with 10 hour battery""",109.0,1.769
2279,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2280,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2281,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
2282,"""iView MEGATRON II - 14.1"""" Convertible Touchscreen Laptop (2 in 1) with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, 2MP Front Camera and 5MP Rear Camera, 10 hour battery - Black""",129.0,2.5
2283,"ASUS Vivobook 15 Red, Intel Core i5 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",549.0,5.0
2284,"""Refurbished HP 15-cd040wm Pavilion  Laptop 12GB RAM 1TB 15.6"""" Windows 10 AMD Quad-Core""",331.88,4.0
2285,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",179.99,3.875
2286,"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",699.99,4.846
2287,"ASUS Vivobook 15 Red, Intel Core i7 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",599.0,4.5
2288,"""11.6"""" Chromebook, 4GB Memory, 32 Hard Drive, Bluetooth 4.0, 1.0MHD WebCam - Blue""",189.0,4.044
2289,"""Lenovo Gaming Laptop 15.6"""", FHD Screen, Intel core i7-7700hq, 2.8-3.8 GHZ, Nvidia GeForce GTX 1050 Ti Graphic Card, 8GB DDR4 Memory, 1TB HDD, 80WK00T2US""",849.0,4.2
2290,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2291,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2292,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2293,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2294,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2295,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2296,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",399.39,3.375
2297,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",446.9,4.0
2298,New Apple MMGF2LL/A MacBook Air 13.3-Inch Laptop (8GB RAM 128 GB SSD) MMGF2 NEWEST VERSION,865.69,
2299,"""Refurbished Apple MacBook Air 11.6"""" LED Laptop Intel i5-3317 1.7GHz 4GB 64GB SSD - MD223LLA""",349.99,2.904
2300,Dell Inspiron 15 5000 Series 2-in-1 Laptop - Intel Core i5-7200U - 8GB RAM -1TB Hard Drive,549.0,3.86
2301,"""Acer Nitro 5 Gaming laptop, 15.6"""" FHD Screen, Intel Core i7-7700HQ, GeForce GTX 1050Ti Graphic card, 16GB DDR4 Memory, 256GB SSD+ 1TB HDD, Windows 10 Home, AN515-51-70V4""",1154.41,5.0
2302,"""12.5"""" Ultra Slim Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Intel Processor, 32GB storage, Front camera with 10 hour battery""",109.0,1.769
2303,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2304,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2305,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
2306,"""iView MEGATRON II - 14.1"""" Convertible Touchscreen Laptop (2 in 1) with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, 2MP Front Camera and 5MP Rear Camera, 10 hour battery - Black""",129.0,2.5
2307,"ASUS Vivobook 15 Red, Intel Core i5 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",549.0,5.0
2308,"""Refurbished HP 15-cd040wm Pavilion  Laptop 12GB RAM 1TB 15.6"""" Windows 10 AMD Quad-Core""",331.88,4.0
2309,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",179.99,3.875
2310,"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",699.99,4.846
2311,"ASUS Vivobook 15 Red, Intel Core i7 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",599.0,4.5
2312,"""11.6"""" Chromebook, 4GB Memory, 32 Hard Drive, Bluetooth 4.0, 1.0MHD WebCam - Blue""",189.0,4.044
2313,"""Lenovo Gaming Laptop 15.6"""", FHD Screen, Intel core i7-7700hq, 2.8-3.8 GHZ, Nvidia GeForce GTX 1050 Ti Graphic Card, 8GB DDR4 Memory, 1TB HDD, 80WK00T2US""",849.0,4.2
2314,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2315,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2316,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2317,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2318,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2319,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2320,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",399.39,3.375
2321,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",446.9,4.0
2322,New Apple MMGF2LL/A MacBook Air 13.3-Inch Laptop (8GB RAM 128 GB SSD) MMGF2 NEWEST VERSION,865.69,
2323,"""Refurbished Apple MacBook Air 11.6"""" LED Laptop Intel i5-3317 1.7GHz 4GB 64GB SSD - MD223LLA""",349.99,2.904
2324,Refurbished Apple MacBook Pro 13.3 Intel Core 2 Duo 2.4GHz 4GB 250GB Laptop MC374LL/A (Scratch and Dent),329.87,5.0
2325,Dell Inspiron 15 5000 Series 2-in-1 Laptop - Intel Core i5-7200U - 8GB RAM -1TB Hard Drive,549.0,3.86
2326,"""Acer Nitro 5 Gaming laptop, 15.6"""" FHD Screen, Intel Core i7-7700HQ, GeForce GTX 1050Ti Graphic card, 16GB DDR4 Memory, 256GB SSD+ 1TB HDD, Windows 10 Home, AN515-51-70V4""",1154.41,5.0
2327,"""12.5"""" Ultra Slim Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Intel Processor, 32GB storage, Front camera with 10 hour battery""",109.0,1.769
2328,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2329,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2330,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
2331,"""iView MEGATRON II - 14.1"""" Convertible Touchscreen Laptop (2 in 1) with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, 2MP Front Camera and 5MP Rear Camera, 10 hour battery - Black""",129.0,2.5
2332,"ASUS Vivobook 15 Red, Intel Core i5 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",549.0,5.0
2333,"""Refurbished HP 15-cd040wm Pavilion  Laptop 12GB RAM 1TB 15.6"""" Windows 10 AMD Quad-Core""",331.88,4.0
2334,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",179.99,3.875
2335,"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",699.99,4.846
2336,"ASUS Vivobook 15 Red, Intel Core i7 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",599.0,4.5
2337,"""11.6"""" Chromebook, 4GB Memory, 32 Hard Drive, Bluetooth 4.0, 1.0MHD WebCam - Blue""",189.0,4.044
2338,"""Lenovo Gaming Laptop 15.6"""", FHD Screen, Intel core i7-7700hq, 2.8-3.8 GHZ, Nvidia GeForce GTX 1050 Ti Graphic Card, 8GB DDR4 Memory, 1TB HDD, 80WK00T2US""",849.0,4.2
2339,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2340,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2341,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2342,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2343,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2344,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2345,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",399.39,3.375
2346,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",446.9,4.0
2347,New Apple MMGF2LL/A MacBook Air 13.3-Inch Laptop (8GB RAM 128 GB SSD) MMGF2 NEWEST VERSION,865.69,
2348,"""Refurbished Apple MacBook Air 11.6"""" LED Laptop Intel i5-3317 1.7GHz 4GB 64GB SSD - MD223LLA""",349.99,2.904
2349,Refurbished Apple MacBook Pro 13.3 Intel Core 2 Duo 2.4GHz 4GB 250GB Laptop MC374LL/A (Scratch and Dent),329.87,5.0
2350,"""12.5"""" Ultra Slim Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Intel Processor, 32GB storage, Front camera with 10 hour battery""",109.0,1.769
2351,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2352,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2353,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
2354,"""iView MEGATRON II - 14.1"""" Convertible Touchscreen Laptop (2 in 1) with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, 2MP Front Camera and 5MP Rear Camera, 10 hour battery - Black""",129.0,2.5
2355,"ASUS Vivobook 15 Red, Intel Core i5 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",549.0,5.0
2356,"""Refurbished HP 15-cd040wm Pavilion  Laptop 12GB RAM 1TB 15.6"""" Windows 10 AMD Quad-Core""",331.88,4.0
2357,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",179.99,3.875
2358,"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",699.99,4.846
2359,"ASUS Vivobook 15 Red, Intel Core i7 Processor, Touchscreen, 8GB RAM, 1TB Hard Drive, Windows 10 Home",599.0,4.5
2360,"""11.6"""" Chromebook, 4GB Memory, 32 Hard Drive, Bluetooth 4.0, 1.0MHD WebCam - Blue""",189.0,4.044
2361,"""Lenovo Gaming Laptop 15.6"""", FHD Screen, Intel core i7-7700hq, 2.8-3.8 GHZ, Nvidia GeForce GTX 1050 Ti Graphic Card, 8GB DDR4 Memory, 1TB HDD, 80WK00T2US""",849.0,4.2
2362,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",470.0,3.253
2363,"""13.3"""" Convertible Touchscreen Laptop, Windows 10 Home, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",199.0,2.0
2364,"""MSI GP62X Leopard-1046 15.6"""" Gaming Laptop Core i7-7700HQ, Nvidia GeForce GTX1050, 16GB DDR4, 1TB HDD""",1056.95,
2365,"""Refurbished Apple MacBook Air 11.6"""" Laptop Intel Core i5-2467M 1.6GHz 2GB 64GB SSD MC968LL/A""",399.84,3.667
2366,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",389.99,3.857
2367,Apple MacBook Pro 15.4-Inch Laptop Intel Core i7 2.66GHz / 8GB Memory / 500GB SSHD (Solid State Hybrid) Drive - Refurbished,809.0,5.0
2368,"""Refurbished Apple MacBook Air 11.6"""" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop""",399.39,3.375
2369,"""Refurbished Apple MacBook Pro 13.3"""" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA""",446.9,4.0
2370,New Apple MMGF2LL/A MacBook Air 13.3-Inch Laptop (8GB RAM 128 GB SSD) MMGF2 NEWEST VERSION,865.69,
2371,"""Refurbished Apple MacBook Air 11.6"""" LED Laptop Intel i5-3317 1.7GHz 4GB 64GB SSD - MD223LLA""",349.99,2.904
2372,Refurbished Apple MacBook Pro 13.3 Intel Core 2 Duo 2.4GHz 4GB 250GB Laptop MC374LL/A (Scratch and Dent),329.87,5.0
2373,Apple MacBook Pro 13.3-Inch Laptop 2.4GHz / 16GB DDR3 Memory / 1TB SSHD (Solid State Hybrid) Drive - Refurbished,699.0,5.0
2374,"""HP Jaguar 15-bs060wm, 15.6"""" Touch Natural Silver Laptop, Windows 10, Intel Core i3-7100U Processor, 8GB Memory, 1TB Hard Drive""",359.0,4.444
2375,"""Apple Macbook 12"""" Retina Display Intel Core m3, 8GB Memory, 256GB Flash Storage - Gold (Certified Refurbished)""",889.0,5.0
2376,"""MSI Gaming Laptop 17.3"""" FHD Screen, Intel Core i7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050TI Graphic Card, 16G DDR5 Memory, 1 TB HDD, GF622096""",899.0,5.0
2377,"""Direkt-Tek 11.6"""" Convertible Touchscreen Laptop, Windows 10, Office 365 Personal 1-Year Subscription Included ($69.99 Value), Windows Hello (Fingerprint Reader), Windows Ink (Smart Stylus included)""",169.0,3.429
